id_cliente,parent_id,num_pedidos,volumepedidos,volumecompras
129777,65,1,141.3396,
129777,378,1,261.0,
129797,,1,570.67125,
129797,18,1,469.8,
129842,,1,472.56,
129946,54,1,65.76,
129970,65,1,859.7508,
129987,,1,8.18,
129987,378,1,225.6,
129992,65,1,419.76,
130184,147,1,61.16,
130194,65,1,84.6792,
130247,65,2,421.4508,
130334,65,1,272.6736,
130334,147,1,11.92,
130344,65,1,29.79,
130390,65,1,85.8408,
130407,65,2,127.63,
130485,65,2,2255.9612,
130560,,7,2160.6313,
130560,65,9,2774.564,
130560,99,2,514.56,
130560,147,5,2509.2,
130560,378,1,1381.2,
130565,,1,238.0464,
130649,65,1,296.99,
130774,18,2,106.16,
130774,99,1,229.2,
130774,147,1,24.36,
130827,65,5,621.7104,
130852,65,1,153.6,
130853,65,1,81.0,
131642,,1,4.35,
131642,99,1,32.2596,
131673,65,2,2020.9548,
131713,99,1,157.36,
131713,147,2,24.79,
131713,378,1,258.4296,
131725,99,1,31.83,
131841,99,1,264.3796,
131866,65,1,612.6996,
132041,147,1,11.92,
132104,,4,2498.49,
132104,65,2,3469.91,
132104,147,7,14231.78,
132234,18,1,13.48,
132315,65,1,155.28,
132537,378,1,2186.5,
132543,65,1,435.0,
132561,65,1,71.64,
132579,46,1,78.35,
132662,65,1,152.01,
132668,65,4,224.2294,
132689,,1,35.81,
132689,65,1,42.9096,
132689,99,1,197.84996,
132689,147,1,175.4398,
132689,378,1,56.28,
132731,65,1,746.25,
132750,65,2,208.6114,
132766,,34,3200.1,586.24
132766,46,3,1324.7,58
132766,54,16,1442.814,439.384
132766,58,1,21.99,
132766,65,19,8267.114,437.553
132766,99,16,2825.7998,1088.7826
132766,147,112,26329.66578,9831.92098
132766,325,6,1500.0048,250.0008
132766,378,17,3590.4901,78.3
132769,,1,8.86,
132769,18,1,4.02,
132769,65,2,76.9104,
132771,147,1,5.18,
132783,65,2,69.67,
132818,,1,87.36,
132818,65,1,35.2404,
132818,147,1,143.3,
132847,65,1,508.0752,
132912,378,1,130.8,
133062,65,2,120.9212,
133096,147,1,82.35,
133119,65,1,101.4,
133203,65,1,95.0,
133207,65,3,215.8398,
133261,18,1,37.85,
133261,54,2,15.87,
133261,65,1,109.0608,
133261,147,2,134.07,
133327,,1,18.2,
133417,65,1,170.1,
133518,65,1,203.52,
133555,65,1,130.1292,
133555,99,1,527.74,
133555,147,1,64.43,
133555,378,1,78.75,
133957,65,1,17.3604,
134287,65,5,206.1904,
134345,147,2,28.01,
134375,147,1,73.1598,
134377,65,1,538.08,
134427,,1,77.7408,
134435,65,1,161.1,
134463,65,1,144.5034,
134500,147,1,67.5,
134515,65,1,161.1,
134531,147,1,2.3,
134567,147,1,7.06,
134620,65,4,1674.9348,1022.8632
134620,147,1,51.36,
134649,147,5,1348.78,739.93
134658,147,1,21.6132,
134735,65,1,146.181,
134754,65,1,24.9204,
134795,99,1,94.95,
134816,147,1,25.47,
134840,,1,101.92,
134840,65,1,8.06,
134840,147,3,60.32,
134847,65,1,31.8804,
134872,65,1,26.85,
134884,65,2,67.71,
134887,65,1,49.0896,
135094,,1,12.93,
135094,65,1,920.8694,
135115,65,1,307.7,
135256,65,1,134.25,
135290,65,2,1001.11,
135634,65,1,1417.5,
135975,147,2,33.4908,
136046,,11,2523.6164,
136046,65,1,22.3,
136046,99,7,3249.72,
136046,147,13,4383.576,1233
136046,378,8,3072.0,
136489,,1,6.79,
136503,65,2,243.3396,
136503,378,1,297.03,
136560,65,1,206.34,
136600,,1,13.99,
136600,99,1,247.5,
136600,147,2,93.83,
136740,65,3,705.3412,
136847,65,1,167.16,
136866,147,1,25.47,
136909,65,1,53.7,
136953,65,1,30.9,
137002,99,1,63.28,
137065,65,2,273.8292,
137076,147,1,18.8,
137112,65,1,34.95,
137190,18,1,103.98,
137263,65,1,161.1,
137345,,1,357.2,
137397,65,1,179.9,
137513,65,1,161.1,
137584,65,1,1091.5104,
137591,65,4,2481.0704,
137610,65,2,1556.4004,
137615,65,1,59.1895,
137640,65,1,89.37,
137702,147,1,5875.2,
137761,65,1,117.5,
137913,65,1,223.1688,
137960,65,2,1391.7704,
137991,65,1,53.7,
138125,,4,161.82,88.5
138125,18,3,18.72,
138125,65,10,2661.3292,1922.6092
138125,147,1,52.95,52.95
138148,65,2,1651.4616,
138301,65,1,30.5895,
138307,,1,14.99,
138307,65,2,136.2996,
138307,99,1,42.93,
138485,65,1,161.1,
138536,65,1,29.79,
138552,65,1,167.16,
138655,65,4,819.6924,776.6328
138655,147,5,1076.1635,887.7435
138675,18,2,59.91,
138675,65,1,90.8592,
138675,147,1,28.56,
138675,255,2,27.65,
138726,65,1,156.0,
138864,147,3,106.8912,
138889,65,1,98.1792,
138929,,1,48.12,
138929,54,1,1.23,
138929,99,1,44.4312,
138929,147,4,98.52,
139101,65,1,364.1988,
139264,65,1,299.0448,
139854,378,1,470.0,
140008,54,1,5.48,
140054,99,1,2.65,
140054,147,2,24.75,
140709,65,11,2063.7912,
140857,,2,156.83,
140857,99,1,72.14,
140857,147,2,93.3705,
141240,147,1,17.56,
141322,65,4,775.2892,
141404,65,1,3.52,
141513,,1,54.12,
141513,65,2,626.3064,525.9936
141538,65,1,12.5004,
141538,147,4,2264.21,
141638,147,1,11.2,
141798,65,2,666.45,
141799,147,1,171.4,
141829,147,1,68.4,
141896,147,1,195.24,
141911,147,1,565.52,
142063,65,1,240.0,
142101,99,1,98.14,
142198,65,1,376.27,
142198,147,1,151.21,
142225,147,2,10.33,
142241,65,1,29.79,
142248,147,1,12.23,
142498,65,1,37.1202,
142558,,1,12.6,
142558,99,1,78.43,
142558,378,1,12.91,
142785,54,1,1.23,
142947,65,1,167.16,
142947,147,1,249.42,
143014,65,4,5472.4144,
143024,,1,11.8,
143024,99,1,6.02,
143024,147,4,177.6,
143024,378,1,20.25,
143147,,3,576.3704,551.3804
143147,18,1,45.1,45.1
143147,65,8,2047.917,1536.3468
143147,99,1,42.93,
143147,147,2,111.88,111.88
143147,325,1,37.5,
143167,,1,195.9005,
143167,65,1,107.322,
143167,99,1,96.95,
143167,147,1,176.22,
143196,65,1,60.77,
143204,147,2,11.61,
143207,147,2,33.81,
143260,65,1,25.4196,
143286,,2,142.3195,
143286,99,2,400.514,
143286,147,2,372.6302,
143286,325,1,62.5002,
143286,378,1,250.36,
143419,65,1,64.6,
143433,65,1,524.37,
143817,65,2,286.542,
143856,65,3,1031.6504,
143896,18,1,242.3,
144041,,1,34.76,
144041,65,2,722.4804,
144041,147,2,96.6496,
144041,255,1,28.95,
144060,65,4,656.0412,
144060,147,2,153.7,
144142,,2,152.89,
144145,,2,36.31,
144145,18,1,148.85,
144145,65,1,24.9204,
144145,99,1,49.42,
144145,147,2,131.5872,
144145,325,1,58.5396,
144506,147,3,566.79,
144667,65,4,948.1184,
144699,147,1,46.99,
144727,,1,319.56,
144727,147,1,433.08,
144745,65,1,24.9204,
144746,65,1,523.3284,
144778,65,3,215.11,
144790,65,1,1498.2,
144994,147,1,74.76,
145154,65,1,556.8672,
145392,65,2,679.9512,
145401,147,1,17.48,
145464,65,1,24.9204,
145472,65,2,1910.72,
145525,65,13,17655.4764,12995.7516
145526,,1,55.35,
145526,46,1,23.67,
145526,54,5,124.5904,
145526,65,3,405.9909,
145526,99,2,75.1896,
145526,147,4,405.32,
145738,65,6,4611.7272,3201.3272
145750,65,1,10.1004,
145822,147,1,389.4,
145930,147,1,389.4,
145954,65,1,109.7112,
146071,,2,195.3204,
146071,54,1,1.23,
146071,65,3,403.9396,
146071,147,5,678.8102,
146071,378,2,969.56,
146092,65,1,1081.7898,
146092,147,3,3230.34,
146703,,1,120.1695,
146838,65,3,3114.9336,
146851,65,1,53.44,
146934,65,2,8831.16,
147104,,1,31.01,
147104,65,1,155.2896,
147104,99,1,122.04985,
147104,147,1,95.62,
147104,378,1,55.47,
147233,65,1,11.99,
147313,65,1,24.9204,
147313,378,1,557.5,
147934,65,1,118.0,
148332,65,1,25.3,
148734,99,1,543.68,
149228,,1,271.9308,
149228,65,1,1060.5487,
149228,99,1,262.93,
149228,147,1,611.4212,
149228,378,1,241.88,
149228,585,1,18.2,
149277,,1,112.8404,
149277,65,1,122.64,
149333,65,1,323.9652,
149333,99,1,154.08,
149333,378,1,78.75,
149342,,1,97.4694,
149370,65,1,11.99,
149377,18,1,15.39,
149420,147,1,66.06,
149480,65,1,511.0,
149604,,1,49.98,
149604,54,1,1.23,
149604,65,3,259.9708,
149604,99,1,284.4,
149604,147,7,805.27,
149608,65,1,38.6196,
149675,65,1,11.99,
149744,147,1,462.42,
149745,65,1,27.0,
149803,,1,292.4082,
149803,65,1,157.11,
149803,147,1,51.7,
149902,,1,281.33,
149902,18,1,9.45,
149902,46,1,3.39,
149902,99,1,388.43008,
149967,65,2,3612.32,
150068,65,2,509.4608,
150070,99,3,521.62504,
150070,147,4,574.6002,
150080,65,1,83.99,
150335,65,1,19.4802,
150382,,3,123.78,
150382,54,5,145.03,
150533,65,3,1709.18,1709.18
151020,65,1,32.0808,
151175,147,1,14.58,
151302,65,1,216.0,
151484,65,1,476.6392,
151578,65,3,458.2404,
151618,147,2,38.25,
151671,65,1,7.7,
151707,54,1,1.23,
151813,65,1,8.99,
152061,58,1,191.49,
152104,147,1,111.56,
152151,65,1,652.8,
152156,65,1,23.88,
152156,147,5,2931.2,
152174,65,4,984.2304,
152220,147,1,296.0193,
152241,65,1,364.62,
152268,147,1,66.07,
152297,,1,3.56,
152353,65,1,936.12,
152363,65,1,816.0,
152401,147,1,220.8096,
152583,65,1,179.5,
152648,46,5,2789.0,2789.0
152864,99,1,352.08,
153204,,3,64.85,
153204,65,4,829.9504,
153204,99,2,112.1004,
153204,147,4,107.68,
153204,255,1,5.13,
153204,378,1,255.116,
153344,65,2,234.2208,
153526,65,1,72.9804,
153564,65,1,74.05,
153637,,2,93.3195,
153637,99,2,156.25004,
153637,147,7,478.1499,
153637,378,5,1551.9401,
154626,65,1,28.35,
154626,99,1,1012.48,
154776,65,1,199.3632,
156292,,1,35.5,
156292,54,1,8.13,
156292,65,1,29.9904,
156292,147,2,37.15,
157958,65,2,457.76,
158427,65,1,167.98,
158427,378,1,375.81,
158799,65,1,283.5,
159264,,1,35.9,
159264,99,1,86.6988,
159264,147,1,93.91,
160006,,1,15.26,
160006,54,2,41.13,
160006,65,2,162.8592,
160006,147,1,1.44,
160006,255,1,92.99,
160412,65,1,4.44,
160876,65,1,233.04,
161086,58,1,189.9,
161237,147,1,302.4,
161493,65,1,26.85,
161888,99,1,986.7132,
162159,65,1,83.99,
162544,65,2,55.83,
165678,,2,91.9296,
166324,147,1,37.38,
167141,54,1,20.98,
172886,65,1,15.4404,
174381,65,2,849.7584,
174510,65,1,2419.2,
174800,147,1,190.2,
175292,65,1,322.0792,
175526,147,1,29.9,
175750,65,1,212.2428,
176357,65,1,83.88,
176357,147,1,157.92,
176417,65,1,527.1,
176443,147,1,19.0,
176628,65,1,14.16,
176905,65,1,566.01,
177391,99,1,532.52,
177391,255,1,20.01,
177549,65,1,99.6816,
177822,65,1,507.2328,
177950,147,1,24.89,
178224,,1,152.3005,
178990,,2,171.5808,
178990,147,1,90.04935,
178990,378,1,80.64,
179398,65,1,139.2,139.2
179480,65,1,28.35,
179523,65,1,71.7396,
179523,378,1,706.0,
179572,,1,4.74,
179572,147,2,121.32008,
179699,65,1,23.88,
179699,99,1,61.09005,
179699,147,1,23.28,
179699,378,1,509.6,
179747,99,1,377.04,
179794,65,3,461.09,
179856,99,1,28.8996,
179856,147,1,24.25,
179906,65,1,205.05,
180120,65,1,211.4424,
180258,65,3,338.1,
181064,,1,3.35,
181064,18,1,7.29,
181064,46,1,58.0,
181064,585,1,5.02,
181251,147,1,19.0,
181442,147,2,109.08,
181473,65,1,27.0,
181473,147,2,71.98,
181557,65,1,81.72,
181557,147,2,66.84,
181699,65,1,528.64,
181712,65,1,62.0208,
182137,,1,1196.0,
182305,65,1,60.72,
182427,46,1,530.0,
182438,65,1,215.7576,
182523,,1,707.4,
182582,58,1,189.9,
182624,65,1,292.5,292.5
182624,147,1,73.33,73.33
182738,65,1,329.0094,
182831,147,1,47.45,
182839,65,1,11.6796,
182839,147,4,107.4,
182844,65,1,49.0896,
182990,147,1,17.99,
183064,18,1,138.0,
183095,99,1,284.4,
183095,147,1,628.98,
183148,65,1,47.76,
183265,65,1,33.25,
183707,65,1,35.96,
183791,65,1,5.78,
184587,65,1,459.0,
184589,147,1,93.7998,
184687,65,1,6.99,
184715,65,5,1979.8784,
184715,147,1,10.86,
185055,65,1,2.55,
185075,,1,74.97,
185075,54,1,43.4004,
185075,65,2,51.9204,
185075,147,2,217.38,
185363,65,2,468.6708,
185486,65,1,4434.9,
185585,147,1,1.34,
185591,65,2,1099.4616,468
185667,,1,7.9,
185667,99,1,30.55,
185667,147,1,72.68,
185726,65,1,674.0,
185784,65,1,259.2,
185824,65,2,278.1304,
185824,147,2,48.8092,
185824,255,1,24.99,
185849,99,1,183.65,
185849,147,1,55.12,
185849,378,1,35.75,
185903,,6,386.57,
185903,54,1,18.2,
185903,65,7,10397.2844,
185903,99,4,403.960045,
185903,147,8,2413.3498,
185903,378,4,1906.93,
185954,65,1,24.9204,
185961,65,1,507.2328,
186091,65,1,230.8794,
186091,147,2,146.93,
186103,18,1,243.4,
186114,54,1,4.92,
186114,65,1,63.7608,
186114,99,1,62.84,
186158,99,1,75.72,
186278,65,2,479.49,
186295,147,1,69.72,
186354,147,1,216.0,
186396,18,1,11.33,
186538,65,1,266.97,
186539,65,4,4550.6196,
186634,65,1,18.9096,
186663,65,1,306.84,
186824,65,4,124.9892,
187159,147,1,7.06,
187302,65,1,604.23,
187617,65,1,18.66,
187617,99,1,4.9899,
187617,147,3,112.6,
187667,,1,259.9,
187679,65,1,29.79,
187688,65,2,111.3004,
187688,147,1,1.6,
187713,54,1,1.23,
187713,99,1,44.4312,
188140,65,2,200.8773,
188276,147,1,714.6,
188501,65,2,931.3068,
188519,,1,15.99,
188519,65,3,188.3312,
188519,99,1,156.69,
188519,147,5,460.53,
188519,378,2,447.12,
188546,147,1,22.76008,
188677,,2,29.34,14.67
188677,18,3,474.04,149.9
188677,54,3,264.65,80.08
188677,147,3,747.37,242.23
188786,65,1,592.1318,
188894,65,1,503.94,
188905,99,1,21.78,
189161,65,1,516.95,
189161,147,1,17.56,
189439,147,1,56.16,
189550,65,3,253.95,
189605,65,1,72.8016,
190751,147,3,152.0698,
190822,65,1,1460.91,
191215,,1,95.0,
191253,378,1,65.28,
191324,378,1,480.0,
191589,147,1,22.76008,
192007,147,1,78.96,
192155,65,1,255.17,
192206,65,1,677.22,
192215,,1,25.99,
192215,65,2,41.6504,
192215,147,1,15.95,
192468,65,1,507.2328,
192735,,1,14.4,
192735,99,1,389.90028,
192735,147,1,85.56,
192735,378,1,61.56,
192808,65,1,567.0,
192911,65,1,32.9796,
192972,147,1,730.32,
193089,99,1,68.8,
193418,147,1,71.98,
193423,,1,236.9988,
193423,65,2,942.648,
193451,65,1,715.92,
193587,147,1,66.35988,
193634,65,1,75.59,
193661,65,1,540.0,
193684,,2,97.92,
193684,65,3,309.5616,
193684,378,1,480.0,
193854,65,1,29.79,
193854,147,3,227.05,
193854,255,1,80.8,
194121,65,1,12.2898,
194121,147,1,457.2288,
194143,147,2,109.7,
194282,65,1,283.5,
194485,147,1,36.99,
194539,,1,56.875,
194655,65,1,324.0,
194655,378,1,502.2918,
194955,,1,117.96,
194955,65,1,95.52,
194955,378,1,114.48,
194957,65,1,113.8808,
194957,99,1,62.28,
194957,147,2,55.56,
195036,65,1,8.5002,
195075,65,1,50.83,
195551,147,1,11.92,
196663,147,1,17.58,
196663,378,1,380.0,
197367,65,1,25.1304,
197367,147,1,205.5,
197487,54,1,32.74,
197487,99,1,28.8996,
197487,147,1,23.16,
197487,378,1,227.592,
197765,65,2,85.0204,
197765,147,1,16.88,
197795,65,3,712.1292,
197867,65,1,210.2328,
197992,65,1,45.4596,
198251,65,2,116.62,
198858,147,1,91.0008,
199674,65,1,290.9628,
199674,147,1,254.87,
199674,378,1,289.8704,
199716,,1,25.99,
199716,65,1,25.1304,
199790,147,1,17.47,
199803,18,1,320.0,
199803,147,1,255.0,
199961,65,2,80.7198,
199961,147,1,89.9,
200092,58,1,55.6,
200544,,2,167.3095,
200544,54,2,672.498,
200608,147,1,290.43,
201047,65,1,627.18,
201048,,1,6.11,
201179,99,1,235.44,
201583,,1,300.0,
201590,65,3,3086.9268,
201606,65,1,104.9,
202468,65,1,9.99,
202554,65,1,110.8032,
202966,65,1,236.0,
202982,65,1,25.1304,
202982,147,2,63.45,
203151,65,1,507.408,
203286,65,1,549.3,
203863,54,1,1048.4964,
204064,65,2,135.51,
204453,65,1,196.45,
204638,18,1,242.9,
204828,65,1,96.84,
204828,147,2,221.18,
205202,65,3,227.73,
205252,65,1,24.77,
205513,65,1,65.94,
205576,65,1,87.92,
205740,65,1,38.88,
206004,65,1,444.7808,
206204,147,1,1.73,
206338,65,1,902.4934,
207111,147,1,195.54,
207566,65,1,8.99,
208015,65,3,229.6104,
208090,65,1,38.9952,
208114,,1,110.2388,
208114,65,3,96.16,
208114,99,1,73.975,
208114,378,1,236.25,
208164,147,1,82.35,
208311,65,1,621.3,
208436,,14,466.11,434.87
208436,18,15,648.82,606.82
208436,65,14,1038.05,988.9604
208436,99,24,5444.15018,5127.84004
208436,147,23,2825.9682,2635.323
208436,378,22,1674.9398,1489.8598
208577,65,1,120.38,
208682,,1,26.4,
208682,65,4,273.1404,
209293,65,1,141.75,
209632,,1,180.45,
209979,65,6,3780.7122,
210292,65,3,998.4978,
210292,99,1,138.6,
211268,65,1,198.7408,
211268,147,1,143.6,
211395,65,1,503.94,
211399,54,2,72.9,
211679,65,1,37.8,
211787,46,1,760.73,
211798,147,1,608.96,
211799,147,1,19.0,
211994,65,1,86.2008,
212060,58,1,38.01,
212095,46,2,556.3,
212095,147,1,24.99,
212455,65,1,31.81,
212455,147,2,1055.1,
212583,65,1,22.3,
212615,378,1,134.4,
212671,147,2,86.24,
212856,65,2,4268.8,
212869,65,1,4.38,
212974,58,1,195.02,
212996,65,1,196.68,
213017,65,4,1622.6476,
213112,378,1,435.0,
213118,147,1,5.66,
213247,147,1,19.76,
213700,,1,6.11,
213749,65,1,159.24,
213997,378,1,150.9,
214092,65,1,89.62,
214225,,1,23.96,
214524,65,1,80.6,
214527,99,1,32.28,
214585,,7,367.0138,
214585,18,2,327.42,129
214585,54,1,139.0,
214585,65,5,831.6668,
214585,99,5,2131.0944,
214585,147,2,246.27,219
214585,255,2,808.3056,808.3056
214585,378,4,1830.0,
214585,379,1,37.5,
214756,46,4,202.41,
215019,65,1,505.9292,
215045,18,1,76.0,
215876,99,1,62.28,
216512,65,1,74.6408,
216622,46,1,2.75,
216622,54,1,7.63,
216622,65,3,261.6102,
216622,147,4,650.5304,
216622,255,1,20.01,
216622,378,1,557.5,
216703,65,2,2485.04,2485.04
216790,65,1,508.0752,
217515,,1,117.96,
217596,65,1,34.2704,
217834,378,1,131.25,
217836,65,1,47.76,
218003,,135,13139.7105,6992.59614999999
218003,18,10,669.75,164.29
218003,46,1,188.72,188.72
218003,54,7,379.0728,53.5104
218003,65,97,24478.5706,17563.8338
218003,99,72,8320.40016,4069.80694
218003,147,258,88163.0127800003,37132.58856
218003,325,34,3951.3422,1793.0206
218003,378,4,1361.6,
218003,379,19,818.1608,649.53
218755,,1,46.9,
218755,18,1,47.02,
218756,65,1,25.1304,
218819,378,1,184.5,
219011,147,1,18.2,
219024,65,2,222.5508,
219459,147,1,135.26,
219488,147,1,93.0,
219587,,1,17.4,
219587,65,3,435.9091,
219587,147,1,18.9,
219770,,1,19.11,
219858,65,1,501.75,
219863,65,1,25.05,
219863,99,1,39.8,
219991,65,1,418.152,
220041,65,1,423.2368,
220060,65,1,108.9,
220122,65,1,4163.04,
220150,65,1,157.4604,
220157,65,1,3106.5,
220356,65,1,287.1606,
220376,147,2,304.32,
220379,54,1,29.52,
220379,65,1,193.44,
220417,65,1,32.9796,
220531,65,1,621.3,
220537,65,1,573.48,
220697,,2,394.0,
220697,46,1,5.99,
220697,147,2,5.74,
221049,65,1,89.62,
221201,65,1,173.1216,
221207,99,1,389.76,
221211,18,1,344.9,
221265,,1,18.24,
221485,65,1,2733.8816,
221485,147,1,221.43008,
221811,65,1,83.99,
222176,378,1,180.0,
222986,65,1,11.49,
223529,65,1,173.1216,
223754,65,1,59.3304,
224257,65,1,621.3,
224481,65,2,223.669,
224481,147,2,77.9,
224917,,1,11.19,
224917,54,1,8.94,
224917,65,1,191.16,
224937,65,1,200.5386,
225008,99,1,799.2,
225138,99,1,622.008,
225138,147,1,432.0,
225138,378,1,590.0,
225172,,1,72.57,
225172,99,1,178.56,
225172,147,1,2.74,
225459,99,1,151.2,
225487,,1,577.152,
225554,378,1,435.0,
225580,,1,12.48,
225727,,3,97.73,
225727,54,1,10.44,
225727,65,3,252.9994,
225727,99,3,282.95,
225727,147,4,160.29,
225792,147,1,13.32,
226019,65,1,126.5784,
226020,65,1,2.21,
226075,65,1,517.92,
226075,99,1,419.604,419.604
226075,147,3,2611.2,583
226075,378,1,1036.8,
226155,,5,186.86996,
226399,147,1,49.67,
226443,65,1,22.64,
226443,147,3,101.73,
226741,65,2,282.7714,
226809,,2,126.15,
226809,18,2,18.38,
226809,54,2,28.03,
226809,65,1,119.6906,
226809,147,2,384.83018,
226809,255,1,13.55,
226809,378,1,55.47,
226856,147,2,102.1,
227167,65,3,582.3806,
227476,147,1,1900.0,
227734,65,2,9.4,
227836,147,4,96.838,
227839,147,2,59.07995,
227982,65,1,280.3584,
228404,65,1,169.3584,
228609,147,1,74.9,
228805,65,1,360.1026,
228876,65,1,76.26,
229084,65,1,544.6144,
230228,65,1,49.5104,
230330,65,1,161.0718,
230583,65,1,25.1304,
230796,65,1,35.3904,
230818,147,1,67.9,
230820,65,1,560.7168,
231012,,4,738.59,
231012,65,2,1886.8412,
231012,147,7,492.81008,
231012,378,2,1169.75,
231045,,1,72.0,
231349,65,1,2.21,
231459,65,1,5.49,
231857,65,1,515.7108,
231861,65,1,123.52,
231992,65,1,162.0,
232314,378,1,184.5,
232315,65,3,138.0192,
232363,378,1,358.8,
232654,147,1,11.8,
232729,147,1,77.004,
233015,65,1,335.96,
233016,65,1,186.72,
233134,147,1,29.69,
233145,,2,37.18,
233145,147,1,9.5,
233145,378,1,96.0,
233210,378,1,295.0,
233502,,2,173.988,
233502,99,1,314.33002,
233825,65,1,839.9,
234005,,4,447.8,287.86
234005,65,5,293.04,168.72
234005,147,1,9.99,
234005,378,1,204.0,204
234531,65,2,559.78,521.88
234954,147,1,153.36,
235439,18,1,122.9952,
235439,65,3,125.9704,
235439,147,1,70.73,
235466,378,1,480.0,
235550,65,1,17.7702,
235550,147,1,315.82,
235632,65,1,29.97,
235737,65,1,287.25,
235959,65,1,524.2992,
236035,65,1,170.1,
237459,65,1,544.83,
237706,65,2,667.1692,
237706,147,2,206.08,
237789,65,1,7.15,
238113,65,1,70.7808,
238120,147,2,22.75,
238120,378,1,311.4,
238222,65,6,296.6708,
238248,,2,130.5495,
238248,65,1,48.8304,
238248,99,2,15.89,
238248,147,3,333.671,
238298,65,2,1015.88,
238483,65,3,143.6296,
238631,65,2,1164.94,1164.94
238632,147,1,7.32,
238767,65,1,708.0,
238953,65,3,504.3312,
239170,147,1,124.84,
239231,65,1,107.64,
239257,,1,104.65,
239262,,1,36.09,
239329,147,1,315.9,
239405,65,2,114.7304,
239485,65,1,59.1804,
239485,99,1,284.4,
239485,147,2,34.49,
239485,378,1,129.6,
239492,378,4,1476.0,
239567,65,1,161.2764,161.2764
240014,147,2,122.04,
240062,65,1,45.6,
240070,,1,220.0,
240070,147,1,1090.002,
240070,378,1,2390.0,
240321,65,4,3991.8428,
240458,65,1,505.9292,
240897,,1,110.5,
240991,65,1,355.8,
241002,65,1,53.24,
241088,147,1,281.28,
241818,65,1,70.92,
242271,65,2,42.6492,
242460,65,1,63.44,
242487,65,1,32.1504,
242487,147,1,7.05,
242923,378,1,400.0,
243225,147,1,207.42,
243261,,1,29.74,
243517,147,2,195.03,
243935,65,1,11.49,
243996,65,1,71.0606,
244337,65,3,1062.9418,
244774,65,1,758.6744,
244774,147,1,741.5982,
244781,,1,71.0,
244781,99,1,343.6,
244781,147,1,2141.3,
244847,,1,532.5,
244847,65,3,9566.6206,
244847,147,2,1577.57,
244950,147,2,23.82,
244950,325,1,62.5002,
245665,378,1,129.6,
246061,65,4,5306.786,
246086,,1,72.7,
246320,65,1,15.99,
246323,65,2,101.11,
246441,147,3,43.5,
246534,147,1,77.68,
246725,65,1,49.5104,
246764,65,1,29.97,
246806,99,1,63.6,
247554,255,1,64.09,
247629,99,1,133.14,
247698,378,1,295.0,
247819,65,1,543.36,
247906,65,1,24.98,
248036,65,1,649.95,
248170,65,1,170.9694,
248386,378,1,2280.0,
248500,65,1,55.08,
248500,147,1,107.55,
248625,65,1,200.1696,
248630,65,1,29.97,
248733,,1,25.99,
248778,147,1,2.11,
249038,,1,19.0,
249038,378,1,1420.0,
249335,65,1,161.2764,
249394,378,2,2695.0,
249574,65,1,110.25,
249900,65,4,10824.1896,6552
249924,,66,10733.34546,4527.26288
249924,18,12,1448.21,167.57
249924,46,4,172.29,76.29
249924,54,8,321.32,268.82
249924,65,120,39264.9419,15386.878
249924,99,62,13205.59766,7376.637828
249924,147,182,45445.23704,14354.05594
249924,378,44,6724.39034,2431.00016
249924,379,20,2194.982,656.4396
249944,65,1,89.2,
249951,,1,106.5,
249951,65,1,507.0,
249951,99,1,162.94,
249951,147,1,459.8,
249951,378,1,369.0,
249953,65,1,150.2,
250241,147,1,121.1,
250255,65,1,151.2768,
250517,65,1,25.1304,
250545,,1,14.8512,
250545,65,3,1070.0946,924.96
250545,99,3,663.7644,318
250545,147,6,1509.026,
250707,147,1,3.55,
250743,147,1,99.3,
250835,99,1,371.84,
250887,65,1,190.0816,
250887,378,1,110.5798,
250998,65,1,736.0704,
251040,65,1,35.3904,
251491,65,1,67.8806,
251491,99,1,129.4,
251491,378,1,63.29,
251513,99,1,3.49,
251601,65,1,21.45,
251601,147,2,40.1,
251693,99,1,195.24,
251693,147,1,91.9,
251693,378,1,172.6902,
252228,378,1,1245.5,
252379,65,1,50.2608,
253240,65,1,37.14,
253260,54,1,15.73,
253296,65,4,3098.9968,2202.7572
253332,65,1,1455.48,
253346,65,1,50.2608,
253449,147,1,49.58,
253620,378,1,383.4,
253658,65,1,1434.0,
253729,,2,132.0,132
253729,65,13,4738.924,4738.924
253729,147,2,46.42,46.42
253729,325,1,187.15,187.15
253783,,1,275.67,
253783,54,1,254.3992,
253783,65,1,226.1736,
253783,147,1,232.42,
253915,147,3,165.4098,
254121,65,3,100.9908,
254355,65,1,25.1304,
254375,,1,274.0,274
254375,18,1,80.4,80.4
254375,54,2,810.158,810.158
254375,65,2,1411.5082,
254375,147,3,3099.14,2927.54
254375,255,1,499.8,
254375,378,1,1230.0,
254515,18,2,498.38,
254582,,1,17.99,
254582,54,1,3.75,
254582,65,2,103.9496,
254582,147,1,34.27,
254823,58,3,61.77,
254827,65,1,308.1,308.1
254918,54,1,308.7,308.7
254998,147,1,66.59,
255133,99,1,732.1512,
255133,147,1,37.92,
255311,,1,99.18,
255311,147,1,26.95,
255425,147,1,123.75,
255472,65,1,508.8,
255496,65,1,502.608,
255638,378,1,130.0,
255655,378,1,12.6,
255756,65,1,24.96,
255795,65,3,5819.64,
255863,65,1,4463.64,
255942,147,2,59.34009,
255942,378,1,36.45,
256107,65,1,55.9704,
256487,65,1,10.55,
257103,65,1,548.8,
257167,,4,5060.2,
