id,name,updated_at,level,lft,parent_id,rght,tree_id,slug,slug_list
673,Picanha,2019-10-30 22:02:08.441107+00,2,49,652,50,6,picanha,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/picanha"
292,Mãos e Pés,2019-10-28 15:55:53.960555+00,1,96,255,113,19,maos-e-pes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes"
269,Tinturas e Colorações,2019-10-29 17:08:13.405296+00,2,45,260,46,19,tinturas-e-coloracoes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/tinturas-e-coloracoes"
270,Tônicos e Vitaminas,2019-10-29 08:22:09.184088+00,2,47,260,48,19,tonicos-e-vitaminas,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/tonicos-e-vitaminas"
737,Carne Seca,2019-10-30 22:32:37.982954+00,2,109,656,110,6,carne-seca,"carnes-aves-e-peixes,carnes-aves-e-peixes/secas-salgadas-e-defumadas,carnes-aves-e-peixes/secas-salgadas-e-defumadas/carne-seca"
300,Talcos,2019-10-28 19:07:24.939784+00,2,111,292,112,19,talcos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/talcos"
311,Colônia,2019-10-28 15:50:08.551948+00,2,13,310,14,19,colonia,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/colonia"
158,Arroz Branco,2019-10-30 19:49:01.117372+00,2,31,157,32,24,arroz-branco,"mercearia,mercearia/arroz,mercearia/arroz/arroz-branco"
268,Shampoos,2019-10-30 10:26:20.531957+00,2,43,260,44,19,shampoos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/shampoos"
312,Condicionador,2019-10-28 15:50:36.193019+00,2,15,310,16,19,condicionador,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/condicionador"
273,Acessórios de Banho,2019-10-28 12:11:29.787867+00,2,51,272,52,19,acessorios-de-banho,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/acessorios-de-banho"
714,Chocolates em Pó,2019-10-30 19:50:26.65754+00,2,7,197,8,24,chocolates-em-po,"mercearia,mercearia/achocolatados-chocolates-e-cacau-em-po,mercearia/achocolatados-chocolates-e-cacau-em-po/chocolates-em-po"
198,Alimento Infantil,2019-10-29 13:01:27.478731+00,1,22,147,27,24,alimento-infantil,"mercearia,mercearia/alimento-infantil"
274,Colônias e Perfumes,2019-10-28 15:52:24.479926+00,2,53,272,54,19,colonias-e-perfumes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/colonias-e-perfumes"
206,Barra de Cereais,2019-10-30 02:27:47.66328+00,2,41,203,42,24,barra-de-cereais,"mercearia,mercearia/aveias-e-cereais,mercearia/aveias-e-cereais/barra-de-cereais"
160,Arroz Arbóreo e Carnaroli,2019-10-30 19:55:52.825732+00,2,29,157,30,24,arroz-arboreo-e-carnaroli,"mercearia,mercearia/arroz,mercearia/arroz/arroz-arboreo-e-carnaroli"
193,Açúcar Mascavo,2019-10-30 19:59:40.026306+00,2,13,190,14,24,acucar-mascavo,"mercearia,mercearia/acucar-e-adocantes,mercearia/acucar-e-adocantes/acucar-mascavo"
178,"Óleos, Gorduras e Banhas",2019-10-31 01:49:30.527953+00,1,224,147,239,24,oleos-gorduras-e-banhas,"mercearia,mercearia/oleos-gorduras-e-banhas"
191,Açúcar Cristal e Demerara,2019-10-30 20:00:32.894693+00,2,11,190,12,24,acucar-cristal-e-demerara,"mercearia,mercearia/acucar-e-adocantes,mercearia/acucar-e-adocantes/acucar-cristal-e-demerara"
205,Granola,2019-10-30 20:02:07.949044+00,2,45,203,46,24,granola,"mercearia,mercearia/aveias-e-cereais,mercearia/aveias-e-cereais/granola"
163,Café Solúvel,2019-10-30 14:13:26.755207+00,2,79,162,80,24,cafe-soluvel,"mercearia,mercearia/cafe,mercearia/cafe/cafe-soluvel"
153,Milho Verde,2019-10-30 23:47:11.267974+00,2,97,148,98,24,milho-verde,"mercearia,mercearia/conservas-e-enlatados,mercearia/conservas-e-enlatados/milho-verde"
211,Macarrão Ave Maria,2019-10-31 00:40:24.552302+00,2,179,209,180,24,macarrao-ave-maria,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-ave-maria"
155,Patês e Antepastos,2019-10-30 19:45:36.633077+00,2,101,148,102,24,pates-e-antepastos,"mercearia,mercearia/conservas-e-enlatados,mercearia/conservas-e-enlatados/pates-e-antepastos"
727,Biscoito Integral,2019-10-28 18:45:42.449436+00,2,53,202,54,24,biscoito-integral,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/biscoito-integral"
710,Chantilly,2019-10-30 19:47:47.318821+00,2,107,232,108,24,chantilly,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/chantilly"
148,Conservas e Enlatados,2019-10-30 21:33:34.098736+00,1,90,147,105,24,conservas-e-enlatados,"mercearia,mercearia/conservas-e-enlatados"
147,Mercearia,2019-10-31 03:28:03.413339+00,0,1,,266,24,mercearia,mercearia
691,Lula,2019-10-29 21:38:22.11098+00,2,85,654,86,6,lula,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/lula"
202,"Biscoitos, Torradas e Salgadinhos",2019-10-30 22:28:06.763082+00,1,48,147,73,24,biscoitos-torradas-e-salgadinhos,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos"
641,Biscoito Doce,2019-10-30 12:44:43.632155+00,2,51,202,52,24,biscoito-doce,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/biscoito-doce"
743,Amendoim,2019-10-30 20:00:50.211531+00,2,49,202,50,24,amendoim,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/amendoim"
712,Pó para Preparo de Sobremesas,2019-10-30 12:47:51.825944+00,2,131,232,132,24,po-para-preparo-de-sobremesas,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/po-para-preparo-de-sobremesas"
717,Farofa,2019-10-30 19:23:23.652884+00,2,149,167,150,24,farofa,"mercearia,mercearia/farinha,mercearia/farinha/farofa"
176,Fermento,2019-10-30 19:46:14.104514+00,1,170,147,171,24,fermento,"mercearia,mercearia/fermento"
508,Guardanapo de papel,2019-10-30 12:50:20.530416+00,2,87,507,88,12,guardanapo-de-papel,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/guardanapo-de-papel"
168,Amido de Milho,2019-10-30 19:48:52.47274+00,2,135,167,136,24,amido-de-milho,"mercearia,mercearia/farinha,mercearia/farinha/amido-de-milho"
167,Farinha,2019-10-30 19:58:10.686094+00,1,134,147,161,24,farinha,"mercearia,mercearia/farinha"
692,Mexilhão,2019-10-29 05:03:38.96855+00,2,87,654,88,6,mexilhao,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/mexilhao"
364,Alho,2019-10-28 14:51:57.911063+00,2,57,362,58,20,alho,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/alho"
358,Chuchu,2019-10-24 04:55:48.716135+00,2,41,350,42,20,chuchu,"hortifruti,hortifruti/legumes,hortifruti/legumes/chuchu"
355,Beterraba,2019-10-30 15:50:27.890442+00,2,37,350,38,20,beterraba,"hortifruti,hortifruti/legumes,hortifruti/legumes/beterraba"
350,Legumes,2019-10-25 15:33:07.344466+00,1,28,325,49,20,legumes,"hortifruti,hortifruti/legumes"
325,Hortifrúti,2019-10-31 01:00:35.801268+00,0,1,,100,20,hortifruti,hortifruti
326,Verduras,2019-10-29 12:28:11.153231+00,1,78,325,99,20,verduras,"hortifruti,hortifruti/verduras"
372,Manjericão e Manjerona,2019-10-28 20:02:24.237308+00,2,73,362,74,20,manjericao-e-manjerona,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/manjericao-e-manjerona"
366,Cebolinha,2019-10-29 12:45:23.36093+00,2,61,362,62,20,cebolinha,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/cebolinha"
335,Repolho,2019-10-25 00:52:34.111466+00,2,95,326,96,20,repolho,"hortifruti,hortifruti/verduras,hortifruti/verduras/repolho"
361,Tomate,2019-10-30 19:44:19.364519+00,2,47,350,48,20,tomate,"hortifruti,hortifruti/legumes,hortifruti/legumes/tomate"
250,Molhos de Pimenta,2019-10-30 21:38:44.669085+00,2,255,242,256,24,molhos-de-pimenta,"mercearia,mercearia/temperos-e-condimentos,mercearia/temperos-e-condimentos/molhos-de-pimenta"
351,Abóbora,2019-10-30 11:14:59.613231+00,2,29,350,30,20,abobora,"hortifruti,hortifruti/legumes,hortifruti/legumes/abobora"
357,Cenoura,2019-10-30 17:53:44.011317+00,2,39,350,40,20,cenoura,"hortifruti,hortifruti/legumes,hortifruti/legumes/cenoura"
359,Inhame,2019-10-25 09:13:45.851354+00,2,43,350,44,20,inhame,"hortifruti,hortifruti/legumes,hortifruti/legumes/inhame"
289,Creme e Gel Dental,2019-10-29 12:59:47.790206+00,2,83,287,84,19,creme-e-gel-dental,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-bucal,higiene-pessoal-e-perfumaria/higiene-bucal/creme-e-gel-dental"
368,Coentro,2019-10-29 14:25:24.191743+00,2,65,362,66,20,coentro,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/coentro"
363,Alecrim,2019-10-28 21:48:09.677743+00,2,55,362,56,20,alecrim,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/alecrim"
646,Pipocas,2019-10-30 19:24:53.704962+00,2,63,202,64,24,pipocas,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/pipocas"
162,Café,2019-10-30 22:26:40.920022+00,1,76,147,87,24,cafe,"mercearia,mercearia/cafe"
365,Cebola,2019-10-30 19:42:55.012533+00,2,59,362,60,20,cebola,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/cebola"
352,Abobrinha,2019-10-26 21:26:23.145407+00,2,31,350,32,20,abobrinha,"hortifruti,hortifruti/legumes,hortifruti/legumes/abobrinha"
371,Louro,2019-10-30 12:33:52.773211+00,2,71,362,72,20,louro,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/louro"
367,Cheiro Verde,2019-10-29 15:19:06.877722+00,2,63,362,64,20,cheiro-verde,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/cheiro-verde"
219,Macarrão Linguini,2019-10-30 23:17:25.723368+00,2,197,209,198,24,macarrao-linguini,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-linguini"
370,Hortelã,2019-10-30 08:41:23.892981+00,2,69,362,70,20,hortela,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/hortela"
226,Macarrão Instantâneo,2019-10-29 09:11:00.405441+00,2,195,209,196,24,macarrao-instantaneo,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-instantaneo"
369,Gengibre,2019-10-29 10:35:41.909643+00,2,67,362,68,20,gengibre,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/gengibre"
353,Batata,2019-10-30 08:59:50.912146+00,2,33,350,34,20,batata,"hortifruti,hortifruti/legumes,hortifruti/legumes/batata"
354,Beringela,2019-10-29 14:28:11.130797+00,2,35,350,36,20,beringela,"hortifruti,hortifruti/legumes,hortifruti/legumes/beringela"
360,Pepino,2019-10-27 03:25:44.205025+00,2,45,350,46,20,pepino,"hortifruti,hortifruti/legumes,hortifruti/legumes/pepino"
287,Higiene Bucal,2019-10-30 09:09:11.259641+00,1,80,255,89,19,higiene-bucal,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-bucal"
584,Cadeira para Escritório,2019-10-30 07:14:54.793681+00,1,8,36,9,25,cadeira-para-escritorio,"moveis,moveis/cadeira-para-escritorio"
179,Óleo de Canola,2019-10-28 05:08:59.773904+00,2,231,178,232,24,oleo-de-canola,"mercearia,mercearia/oleos-gorduras-e-banhas,mercearia/oleos-gorduras-e-banhas/oleo-de-canola"
245,Ervas e Especiarias,2019-10-31 01:51:05.226761+00,2,253,242,254,24,ervas-e-especiarias,"mercearia,mercearia/temperos-e-condimentos,mercearia/temperos-e-condimentos/ervas-e-especiarias"
181,Óleo de Algodão,2019-10-30 20:00:29.720564+00,2,229,178,230,24,oleo-de-algodao,"mercearia,mercearia/oleos-gorduras-e-banhas,mercearia/oleos-gorduras-e-banhas/oleo-de-algodao"
36,Móveis,2019-10-30 00:49:29.582665+00,0,1,,16,25,moveis,moveis
76,Ice,2019-10-30 20:01:46.775948+00,2,23,66,24,2,ice,"bebidas,bebidas/bebidas-alcoolicas,bebidas/bebidas-alcoolicas/ice"
583,"Armários, Estantes e Prateleiras",2019-10-27 23:22:39.148176+00,1,2,36,3,25,armarios-estantes-e-prateleiras,"moveis,moveis/armarios-estantes-e-prateleiras"
253,Sal,2019-10-30 19:44:06.590218+00,2,259,242,260,24,sal,"mercearia,mercearia/temperos-e-condimentos,mercearia/temperos-e-condimentos/sal"
254,Vinagres e Aceto Balsâmico,2019-10-30 21:40:20.455411+00,2,263,242,264,24,vinagres-e-aceto-balsamico,"mercearia,mercearia/temperos-e-condimentos,mercearia/temperos-e-condimentos/vinagres-e-aceto-balsamico"
231,Molhos Diversos,2019-10-30 12:55:01.328385+00,2,217,209,218,24,molhos-diversos,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/molhos-diversos"
581,Cadeira,2019-10-26 01:51:10.439361+00,1,6,36,7,25,cadeira,"moveis,moveis/cadeira"
180,Óleo de Girassol,2019-10-30 19:44:36.067429+00,2,233,178,234,24,oleo-de-girassol,"mercearia,mercearia/oleos-gorduras-e-banhas,mercearia/oleos-gorduras-e-banhas/oleo-de-girassol"
694,Patas de Caranguejo,2019-10-27 19:55:22.912698+00,2,89,654,90,6,patas-de-caranguejo,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/patas-de-caranguejo"
222,Macarrão Parafuso,2019-10-30 19:44:41.63383+00,2,203,209,204,24,macarrao-parafuso,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-parafuso"
537,Almofadas de Carimbo,2019-10-23 11:41:33.267543+00,2,29,536,30,31,almofadas-de-carimbo,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/almofadas-de-carimbo"
544,Calculadora,2019-10-25 15:38:39.809422+00,2,41,536,42,31,calculadora,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/calculadora"
552,Extrator de Grampos,2019-10-25 02:58:31.776676+00,2,57,536,58,31,extrator-de-grampos,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/extrator-de-grampos"
534,Tesoura,2019-10-30 12:50:03.282203+00,2,23,525,24,31,tesoura,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/tesoura"
136,Batatas,2019-10-31 01:01:16.177648+00,1,4,52,5,10,batatas,"congelados,congelados/batatas"
548,Comanda,2019-10-30 19:46:47.828644+00,2,49,536,50,31,comanda,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/comanda"
635,Utensílios,2019-10-29 02:09:18.753632+00,1,4,60,5,28,utensilios,"oriental,oriental/utensilios"
137,Empanados,2019-10-31 01:02:43.056622+00,1,6,52,7,10,empanados,"congelados,congelados/empanados"
545,Carimbo,2019-10-29 02:13:13.387252+00,2,43,536,44,31,carimbo,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/carimbo"
577,Cartucho de Tinta,2019-10-25 23:44:19.826067+00,2,3,576,4,31,cartucho-de-tinta,"papelaria-e-escritorio,papelaria-e-escritorio/cartuchos,papelaria-e-escritorio/cartuchos/cartucho-de-tinta"
138,Hambúrguer,2019-10-31 01:04:56.447874+00,1,8,52,9,10,hamburguer,"congelados,congelados/hamburguer"
578,Poltrona,2019-10-30 18:16:28.803951+00,1,14,36,15,25,poltrona,"moveis,moveis/poltrona"
636,Alimentos,2019-10-30 23:48:04.889651+00,1,2,60,3,28,alimentos,"oriental,oriental/alimentos"
525,Escolar,2019-10-30 19:48:23.983161+00,1,6,58,27,31,escolar,"papelaria-e-escritorio,papelaria-e-escritorio/escolar"
705,Chocolate em barra,2019-10-30 19:49:47.993981+00,2,109,232,110,24,chocolate-em-barra,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/chocolate-em-barra"
541,Blocos de Anotação,2019-10-23 15:29:31.167797+00,2,37,536,38,31,blocos-de-anotacao,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/blocos-de-anotacao"
532,Marcadores,2019-10-30 16:21:20.193982+00,2,19,525,20,31,marcadores,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/marcadores"
60,Oriental,2019-10-30 22:53:02.509888+00,0,1,,6,28,oriental,oriental
379,Pães e Bolos,2019-10-31 02:25:06.817987+00,0,1,,20,30,paes-e-bolos,paes-e-bolos
380,Pães,2019-10-31 02:26:14.562852+00,1,4,379,17,30,paes,"paes-e-bolos,paes-e-bolos/paes"
550,Envelope,2019-10-27 20:45:11.501227+00,2,53,536,54,31,envelope,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/envelope"
579,Conjunto Mesa e Cadeira,2019-10-28 22:12:01.266556+00,1,10,36,11,25,conjunto-mesa-e-cadeira,"moveis,moveis/conjunto-mesa-e-cadeira"
576,Cartuchos,2019-10-26 09:01:43.338689+00,1,2,58,5,31,cartuchos,"papelaria-e-escritorio,papelaria-e-escritorio/cartuchos"
546,Cartão de Ponto,2019-10-02 06:06:44.166175+00,2,45,536,46,31,cartao-de-ponto,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/cartao-de-ponto"
72,Conhaque,2019-10-31 00:20:51.49861+00,2,15,66,16,2,conhaque,"bebidas,bebidas/bebidas-alcoolicas,bebidas/bebidas-alcoolicas/conhaque"
378,"Carnes, Aves e Peixes",2019-10-31 02:48:50.747001+00,0,1,,112,6,carnes-aves-e-peixes,carnes-aves-e-peixes
140,Pão de Queijo,2019-10-30 16:48:10.217765+00,1,14,52,15,10,pao-de-queijo,"congelados,congelados/pao-de-queijo"
539,Arquivo Morto,2019-10-24 13:35:52.697947+00,2,33,536,34,31,arquivo-morto,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/arquivo-morto"
553,Giz,2019-10-30 12:45:33.462015+00,2,59,536,60,31,giz,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/giz"
535,Tintas,2019-10-24 00:47:37.726798+00,2,25,525,26,31,tintas,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/tintas"
580,Mesa,2019-10-30 18:30:24.725163+00,1,12,36,13,25,mesa,"moveis,moveis/mesa"
533,Régua,2019-10-30 18:39:05.112327+00,2,21,525,22,31,regua,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/regua"
386,Pães Especiais,2019-10-29 17:41:09.094692+00,2,13,380,14,30,paes-especiais,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/paes-especiais"
393,Ceras e Polidores,2019-10-30 12:46:54.743157+00,2,45,389,46,33,ceras-e-polidores,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/ceras-e-polidores"
381,Bisnaguinhas,2019-10-22 17:45:47.583154+00,2,5,380,6,30,bisnaguinhas,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/bisnaguinhas"
382,Pães de Forma,2019-10-30 15:14:46.262682+00,2,7,380,8,30,paes-de-forma,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/paes-de-forma"
559,Perfurador de Papel,2019-10-30 14:40:27.351112+00,2,69,536,70,31,perfurador-de-papel,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/perfurador-de-papel"
562,Suportes,2019-10-23 23:50:48.83158+00,2,75,536,76,31,suportes,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/suportes"
54,Produtos de Limpeza,2019-10-31 02:55:02.236401+00,0,1,,62,33,produtos-de-limpeza,produtos-de-limpeza
570,Pasta Registro,2019-10-28 00:26:55.606307+00,2,95,565,96,31,pasta-registro,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-registro"
667,Alcatra,2019-10-30 20:02:15.563035+00,2,27,652,28,6,alcatra,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/alcatra"
557,Livro Caixa e Livro Ponto,2019-10-25 01:53:47.150412+00,2,65,536,66,31,livro-caixa-e-livro-ponto,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/livro-caixa-e-livro-ponto"
561,Quadro Branco,2019-10-29 00:57:27.812514+00,2,73,536,74,31,quadro-branco,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/quadro-branco"
560,Prancheta,2019-10-30 19:41:41.350882+00,2,71,536,72,31,prancheta,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/prancheta"
558,Organizadores,2019-10-28 07:16:06.225501+00,2,67,536,68,31,organizadores,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/organizadores"
572,Pasta Suspensa,2019-10-29 16:33:09.196951+00,2,99,565,100,31,pasta-suspensa,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-suspensa"
569,Pasta Polionda,2019-10-24 04:06:54.592993+00,2,93,565,94,31,pasta-polionda,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-polionda"
575,Teclado,2019-10-30 13:15:28.96906+00,2,83,573,84,31,teclado,"papelaria-e-escritorio,papelaria-e-escritorio/informatica,papelaria-e-escritorio/informatica/teclado"
567,Pasta Aba,2019-10-24 12:52:38.239209+00,2,89,565,90,31,pasta-aba,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-aba"
388,Panetones e Chocotones,2019-10-30 22:23:36.824705+00,1,18,379,19,30,panetones-e-chocotones,"paes-e-bolos,paes-e-bolos/panetones-e-chocotones"
384,Pães de Hot Dog,2019-10-29 11:12:53.717588+00,2,11,380,12,30,paes-de-hot-dog,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/paes-de-hot-dog"
568,Pasta Catálogo,2019-10-30 01:44:10.41597+00,2,91,565,92,31,pasta-catalogo,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-catalogo"
573,Informática,2019-10-28 18:26:51.062685+00,1,80,58,85,31,informatica,"papelaria-e-escritorio,papelaria-e-escritorio/informatica"
571,Pasta Sanfonada,2019-10-28 08:38:04.935205+00,2,97,565,98,31,pasta-sanfonada,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/pasta-sanfonada"
566,Papel Sulfite,2019-10-30 19:09:40.993952+00,2,87,565,88,31,papel-sulfite,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas,papelaria-e-escritorio/papeis-e-pastas/papel-sulfite"
565,Papéis e Pastas,2019-10-30 07:24:39.302696+00,1,86,58,101,31,papeis-e-pastas,"papelaria-e-escritorio,papelaria-e-escritorio/papeis-e-pastas"
383,Pães de Hambúrguer,2019-10-30 17:06:32.434084+00,2,9,380,10,30,paes-de-hamburguer,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/paes-de-hamburguer"
730,Limpeza de Piscina,2019-10-30 09:21:27.734906+00,1,20,54,21,33,limpeza-de-piscina,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-piscina"
387,Bolos,2019-10-30 12:45:22.685734+00,1,2,379,3,30,bolos,"paes-e-bolos,paes-e-bolos/bolos"
696,Pescada,2019-10-26 13:41:14.510686+00,2,91,654,92,6,pescada,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/pescada"
385,Pães Integrais,2019-10-28 14:40:52.993536+00,2,15,380,16,30,paes-integrais,"paes-e-bolos,paes-e-bolos/paes,paes-e-bolos/paes/paes-integrais"
563,Tinta para Carimbo e Pincel Atômico,2019-10-25 20:32:20.262978+00,2,77,536,78,31,tinta-para-carimbo-e-pincel-atomico,"papelaria-e-escritorio,papelaria-e-escritorio/escritorio,papelaria-e-escritorio/escritorio/tinta-para-carimbo-e-pincel-atomico"
395,Limpa Pisos,2019-10-30 12:45:28.058111+00,2,53,389,54,33,limpa-pisos,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/limpa-pisos"
391,Antimofo,2019-10-30 09:38:13.53743+00,2,41,389,42,33,antimofo,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/antimofo"
414,Saponáceo,2019-10-30 12:50:55.020593+00,2,17,408,18,33,saponaceo,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-cozinha,produtos-de-limpeza/limpeza-de-cozinha/saponaceo"
405,Passa Roupa,2019-10-30 19:33:55.123377+00,2,31,400,32,33,passa-roupa,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/passa-roupa"
196,Adoçantes,2019-10-30 19:59:48.267377+00,2,19,190,20,24,adocantes,"mercearia,mercearia/acucar-e-adocantes,mercearia/acucar-e-adocantes/adocantes"
397,Limpadores de Uso Geral,2019-10-30 15:35:45.648709+00,2,51,389,52,33,limpadores-de-uso-geral,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/limpadores-de-uso-geral"
409,Detergentes,2019-10-31 01:38:47.754876+00,2,9,408,10,33,detergentes,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-cozinha,produtos-de-limpeza/limpeza-de-cozinha/detergentes"
75,Gin,2019-10-30 22:45:02.342904+00,2,21,66,22,2,gin,"bebidas,bebidas/bebidas-alcoolicas,bebidas/bebidas-alcoolicas/gin"
